player_id,game_id,season,week,y_true,y_pred,fold_idx
tft_p00,2022_04_00,2022,4,37.454970148528744,60.859676361083984,0
tft_p00,2022_05_00,2022,5,37.75931497258109,85.41845703125,0
tft_p00,2022_06_00,2022,6,76.35158935594306,74.94058990478516,0
tft_p00,2022_07_00,2022,7,69.26056618302049,76.88331604003906,0
tft_p00,2022_08_00,2022,8,98.46935841861226,66.65223693847656,0
tft_p00,2022_08_00,2022,8,98.46935841861226,66.53002166748047,0
tft_p01,2022_04_01,2022,4,97.3094021758743,58.58929443359375,0
tft_p01,2022_05_01,2022,5,60.27249036665145,70.96138000488281,0
tft_p01,2022_06_01,2022,6,62.51792127839607,68.38174438476562,0
tft_p01,2022_07_01,2022,7,73.56382859856464,73.35799407958984,0
tft_p01,2022_08_01,2022,8,40.05691149516502,71.55294036865234,0
tft_p01,2022_08_01,2022,8,40.05691149516502,71.50354766845703,0
tft_p02,2022_04_02,2022,4,66.60119575545842,69.25316619873047,0
tft_p02,2022_05_02,2022,5,53.55576874150912,77.50519561767578,0
tft_p02,2022_06_02,2022,6,59.19869746123431,70.65303039550781,0
tft_p02,2022_07_02,2022,7,106.43726436369255,85.425048828125,0
tft_p02,2022_08_02,2022,8,75.8754348615901,70.88456726074219,0
tft_p02,2022_08_02,2022,8,75.8754348615901,70.25297546386719,0
tft_p00,2022_03_00,2022,3,74.22737584487932,59.24987030029297,0
tft_p01,2022_03_01,2022,3,71.7530751527381,66.99650573730469,0
tft_p02,2022_03_02,2022,3,51.258191811656644,62.644832611083984,0
